# Daily Min Temp, Daily Min Temp
1.737278813123703,1.737278813123703
0.33904896676540375,0.33904896676540375
1.5990055680274964,1.5990055680274964
3.7897669076919556,3.7897669076919556
5.793820858001709,5.793820858001709
6.924363327026367,6.924363327026367
7.722510623931885,7.722510623931885
6.048989295959473,6.048989295959473
3.008513927459717,3.008513927459717
1.9068058386445046,1.9068058386445046
1.2639032825827599,1.2639032825827599
-0.5798432767391205,-0.5798432767391205
-1.597420072555542,-1.597420072555542
1.1289722591638565,1.1289722591638565
1.0225073479115963,1.0225073479115963
-0.018694236874580383,-0.018694236874580383
-5.637075757980346,-5.637075757980346
-10.904712963104249,-10.904712963104249
-9.871215438842773,-9.871215438842773
-11.963335418701172,-11.963335418701172
-9.238385486602784,-9.238385486602784
-7.433061027526856,-7.433061027526856
-7.376359224319458,-7.376359224319458
-7.169976472854614,-7.169976472854614
-8.50528621673584,-8.50528621673584
-10.750549221038819,-10.750549221038819
-6.650495958328247,-6.650495958328247
-4.340652525424957,-4.340652525424957
1.5016363207250834,1.5016363207250834
3.2658093214035033,3.2658093214035033
-0.434093551337719,-0.434093551337719
-1.6006147861480713,-1.6006147861480713
1.744565731845796,1.744565731845796
2.4155941128730776,2.4155941128730776
1.824868680536747,1.824868680536747
4.271739053726196,4.271739053726196
6.439208126068115,6.439208126068115
6.364352607727051,6.364352607727051
5.530729198455811,5.530729198455811
4.836883163452148,4.836883163452148
4.089656925201416,4.089656925201416
4.12445821762085,4.12445821762085
4.527625370025635,4.527625370025635
4.986122035980225,4.986122035980225
4.427116918563843,4.427116918563843
3.2415275812149047,3.2415275812149047
3.1492971658706663,3.1492971658706663
6.014498043060303,6.014498043060303
4.642362070083618,4.642362070083618
4.306863594055176,4.306863594055176
1.6533016219735146,1.6533016219735146
0.16075162291526796,0.16075162291526796
-0.41678535342216494,-0.41678535342216494
1.1142203763127327,1.1142203763127327
1.5274835526943207,1.5274835526943207
0.6088626980781555,0.6088626980781555
0.0636165127158165,0.0636165127158165
-1.6959122896194458,-1.6959122896194458
-3.1546687364578245,-3.1546687364578245
-3.663679261505604,-3.663679261505604
-2.4272679328918456,-2.4272679328918456
-0.7547168552875518,-0.7547168552875518
1.6282437771558762,1.6282437771558762
1.9089080053381622,1.9089080053381622
1.9495241571217776,1.9495241571217776
1.438577616214752,1.438577616214752
3.0404019594192504,3.0404019594192504
1.4692403972148895,1.4692403972148895
2.976132297515869,2.976132297515869
4.603634405136108,4.603634405136108
4.1395000457763675,4.1395000457763675
4.845627212524414,4.845627212524414
2.4736584663391112,2.4736584663391112
3.6623806953430176,3.6623806953430176
2.084862344712019,2.084862344712019
2.4835341930389405,2.4835341930389405
4.784146881103515,4.784146881103515
7.081581783294678,7.081581783294678
5.1077244758605955,5.1077244758605955
6.285389709472656,6.285389709472656
6.552463626861572,6.552463626861572
4.581110572814941,4.581110572814941
5.109812450408936,5.109812450408936
5.060804939270019,5.060804939270019
4.490149736404419,4.490149736404419
5.661260509490967,5.661260509490967
4.106754159927368,4.106754159927368
3.924412965774536,3.924412965774536
5.678131484985352,5.678131484985352
7.114798164367675,7.114798164367675
7.997518253326416,7.997518253326416
7.252666568756103,7.252666568756103
7.403789329528808,7.403789329528808
7.468758201599121,7.468758201599121
9.316894626617431,9.316894626617431
7.421566200256348,7.421566200256348
6.380182361602783,6.380182361602783
5.756690979003906,5.756690979003906
6.312209796905518,6.312209796905518
5.90656795501709,5.90656795501709
6.012338352203369,6.012338352203369
6.373011779785156,6.373011779785156
6.938339519500732,6.938339519500732
8.025574779510498,8.025574779510498
8.082697868347168,8.082697868347168
9.027841567993164,9.027841567993164
8.023934936523437,8.023934936523437
7.516250514984131,7.516250514984131
8.84356746673584,8.84356746673584
8.149425029754639,8.149425029754639
7.528436756134033,7.528436756134033
8.536026859283448,8.536026859283448
8.01223669052124,8.01223669052124
7.64820442199707,7.64820442199707
8.681877899169923,8.681877899169923
8.797534656524657,8.797534656524657
8.59531764984131,8.59531764984131
8.298430347442627,8.298430347442627
7.724598789215088,7.724598789215088
8.596462059020997,8.596462059020997
9.598519992828368,9.598519992828368
10.079303359985351,10.079303359985351
10.345333671569824,10.345333671569824
10.039822196960449,10.039822196960449
10.598710441589356,10.598710441589356
11.436686515808105,11.436686515808105
11.407435607910156,11.407435607910156
11.573471832275391,11.573471832275391
11.64092788696289,11.64092788696289
11.300040817260742,11.300040817260742
11.775071716308593,11.775071716308593
11.335900115966798,11.335900115966798
10.694298362731933,10.694298362731933
10.782535934448243,10.782535934448243
11.298312950134278,11.298312950134278
10.25599126815796,10.25599126815796
11.1404541015625,11.1404541015625
10.111205863952637,10.111205863952637
9.360267734527588,9.360267734527588
10.567338562011718,10.567338562011718
10.25199089050293,10.25199089050293
9.607771396636963,9.607771396636963
10.199589157104493,10.199589157104493
10.442472648620605,10.442472648620605
10.677141189575195,10.677141189575195
10.563727951049804,10.563727951049804
9.93858814239502,9.93858814239502
10.737752342224121,10.737752342224121
10.511919593811035,10.511919593811035
10.371039772033692,10.371039772033692
10.080846977233886,10.080846977233886
8.988008880615235,8.988008880615235
8.72626028060913,8.72626028060913
8.477416515350342,8.477416515350342
9.335418701171875,9.335418701171875
10.76453857421875,10.76453857421875
9.623588275909423,9.623588275909423
9.764535617828368,9.764535617828368
9.766360473632812,9.766360473632812
9.596827411651612,9.596827411651612
9.696438884735107,9.696438884735107
8.787580013275146,8.787580013275146
8.729553699493408,8.729553699493408
8.25887746810913,8.25887746810913
8.088106250762939,8.088106250762939
7.75035982131958,7.75035982131958
7.892737293243409,7.892737293243409
8.193140316009522,8.193140316009522
8.203103256225585,8.203103256225585
7.63292760848999,7.63292760848999
7.376516246795655,7.376516246795655
7.459476184844971,7.459476184844971
7.853977870941162,7.853977870941162
7.686259460449219,7.686259460449219
7.1336517333984375,7.1336517333984375
7.5466691017150875,7.5466691017150875
7.714412117004395,7.714412117004395
7.914610481262207,7.914610481262207
8.111631870269775,8.111631870269775
7.340877723693848,7.340877723693848
6.92890567779541,6.92890567779541
7.580668258666992,7.580668258666992
9.12018051147461,9.12018051147461
